Country Code,Country Name,F65,Indicator Code,Indicator Name,Number of Records,Year,Value
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1996,76.026829268
USA,United States,,SP.POP.TOTL,"Population, total",1,1996,269394000
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,33225.900375669
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,22480
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,76.180487805
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1998,3712696
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1999,41962.426036765
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1999,24470
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1999,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1999,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1999,78.931707317
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1999,18926000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1999,36587.936166383
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1999,26900
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1999,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1999,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1999,78.885365854
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1999,30401286
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2001,2173.828369141
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2001,2685.151123047
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2001,46934.228002654
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2001,33040
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2001,78.190243902
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2001,16046180
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2001,3099.003417969
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2001,3037.670410156
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2001,83040.359178220
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2001,37820
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2001,78.785365854
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2001,4513751
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2001,706.734375
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2001,1323.414672852
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2001,32382.009777688
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2001,40730
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2001,78.251219512
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,2001,4138012
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2003,3237.084472656
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2003,3095.604248047
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2003,47314.777214595
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2003,34470
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2003,78.492682927
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2003,16225302
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2003,4632.568359375
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2003,3562.197265625
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2003,84450.840025495
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2003,38770
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2003,79.390243902
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2003,4564855
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2003,828.866943359
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2003,1610.187622070
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2003,34637.922691219
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2003,45110
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2003,79.039024390
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,2003,4114826
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2003,2347.0390625
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2003,2063.440185547
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2003,38815.467503796
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2003,30650
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2003,78.446341463
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,2003,59647577
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2003,5737.104003906
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2003,5737.104003906
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2003,46034.305316788
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2003,39740
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2003,77.036585366
USA,United States,,SP.POP.TOTL,"Population, total",1,2003,290107933
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2004,46662.437825032
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2004,30430
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2004,2757.631835938
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2004,2745.900878906
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2004,80.490243902
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2004,20127400
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2004,41880.815299270
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2004,33180
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2004,2913.394775391
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2004,3073.749511719
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2004,79.892682927
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2004,31940655
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2005,3821.959472656
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2005,3425.682861328
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2005,47761.483750028
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2005,37110
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2005,79.346341463
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2005,16319868
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2005,5584.689453125
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2005,3995.396728516
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2005,89445.883899051
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2005,48300
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2005,80.041463415
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2005,4623291
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2005,863.336181641
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2005,1594.526123047
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2005,38070.478338035
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2005,52650
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2005,79.990243902
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,2005,4265762
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2005,3573.545410156
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2005,2817.270263672
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2005,50660.444723407
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2005,34500
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2005,80.546341463
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,2005,9029572
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2005,5964.7265625
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2005,4403.752441406
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2005,76388.730270623
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2005,43980
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2005,81.236585366
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,2005,7437115
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2006,4076.595703125
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2006,3723.125
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2006,50425.786447363
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2006,41290
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2006,79.697560976
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2006,16346101
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2006,5892.987304688
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2006,4299.996582031
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2006,89944.504411069
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2006,54120
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2006,80.343902439
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2006,4660677
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2006,945.778503418
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2006,1689.761230469
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2006,41570.775653418
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2006,59100
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2006,80.141463415
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,2006,4401365
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2006,3251.677734375
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2006,2534.733886719
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2006,40838.220711036
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2006,34800
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2006,79.248780488
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,2006,60846820
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2006,6819.760253906
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2006,6819.760253906
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2006,49391.668237189
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2006,47160
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2006,77.687804878
USA,United States,,SP.POP.TOTL,"Population, total",1,2006,298379912
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2007,48805.693948041
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2007,34930
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2007,3794.251708984
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2007,3177.634277344
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2007,81.292682927
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2007,20827600
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2007,47939.634059004
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2007,38960
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2007,4190.353027344
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2007,3710.266601563
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2007,80.543902439
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2007,32889025
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2008,5360.748535156
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2008,4316.769042969
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2008,51231.006985816
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2008,45110
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2008,80.251219512
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2008,16445593
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2008,7768.050292969
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2008,4945.300292969
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2008,90461.630937313
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2008,61480
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2008,80.592682927
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2008,4768212
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2008,1275.143310547
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2008,2036.279296875
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2008,41638.41566642
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2008,61870
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2008,80.790243902
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,2008,4839396
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2008,4652.809570313
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2008,3493.242675781
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2008,54660.718854712
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2008,43430
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2008,81.1
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,2008,9219637
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2008,7411.206054688
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2008,5376.248535156
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2008,70845.137192710
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2008,49150
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2008,81.992682927
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,2008,7647675
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2009,57794.608631718
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2009,40740
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2009,6221.688964844
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2009,4315.083496094
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2009,78.597560976
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,2009,5523095
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2009,40983.606042006
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2009,35480
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2009,4724.20703125
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2009,3941.505126953
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2009,81.414634146
FRA,France,,SP.POP.TOTL,"Population, total",1,2009,64707040
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2009,40708.155522216
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2009,37650
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2009,4643.002929688
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2009,4121.430664063
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2009,79.836585366
DEU,Germany,,SP.POP.TOTL,"Population, total",1,2009,81902307
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2009,31646.752542874
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2009,45270
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2009,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2009,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2009,82.775609756
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,2009,6972800
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2009,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2009,33600
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2009,3693.276367188
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2009,3744.380859375
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2009,81.751219512
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,2009,318499
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2010,50001.187849149
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2010,37800
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2010,4952.77734375
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2010,3595.023193359
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2010,81.695121951
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2010,22031750
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2010,46622.115886077
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2010,39310
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2010,5044.135253906
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2010,4253.665527344
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2010,81.246341463
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2010,34004889
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2011,5554.845214844
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2011,4779.419921875
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2011,52215.762349647
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2011,47250
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2011,81.204878049
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2011,16693074
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2011,8900.372070313
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2011,5492.077148438
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2011,88338.916863399
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2011,62730
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2011,81.295121951
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2011,4953088
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2011,1704.372924805
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2011,2404.6640625
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2011,47464.908760183
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2011,73420
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2011,81.743902439
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,2011,5183688
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2011,6386.692871094
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2011,4689.288574219
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2011,55122.274870935
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2011,45420
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2011,81.802439024
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,2011,9449213
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2011,9572.171875
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2011,6082.649414063
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2011,75869.329566691
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2011,56830
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2011,82.695121951
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,2011,7912398
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2012,5284.948730469
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2012,4989.330566406
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2012,51646.204254840
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2012,48080
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2012,81.104878049
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,2012,16754962
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2012,8970.120117188
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2012,5774.392089844
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2012,89438.190719727
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2012,65990
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2012,81.451219512
NOR,Norway,,SP.POP.TOTL,"Population, total",1,2012,5018573
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2012,1863.081054688
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2012,2647.305908203
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2012,47899.711831561
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2012,75470
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2012,81.995121951
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,2012,5312437
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2012,3492.889648438
